wall_time_sec,label,timestamp,gpu_util_pct,memory_used_mb,memory_total_mb,power_draw_w
0.031,vllm_heavy,2026/07/08 20:36:19.925,0,37562,40960,143.82
0.562,vllm_heavy,2026/07/08 20:36:20.458,91,37562,40960,234.82
1.094,vllm_heavy,2026/07/08 20:36:20.988,92,37562,40960,228.98
1.625,vllm_heavy,2026/07/08 20:36:21.520,92,37562,40960,238.89
2.156,vllm_heavy,2026/07/08 20:36:22.051,92,37562,40960,231.39
2.687,vllm_heavy,2026/07/08 20:36:22.582,92,37562,40960,237.73
3.218,vllm_heavy,2026/07/08 20:36:23.113,92,37564,40960,237.14
3.749,vllm_heavy,2026/07/08 20:36:23.644,92,37564,40960,242.66
4.28,vllm_heavy,2026/07/08 20:36:24.175,92,37564,40960,246.18
4.812,vllm_heavy,2026/07/08 20:36:24.707,91,37564,40960,232.76
5.343,vllm_heavy,2026/07/08 20:36:25.238,91,37564,40960,236.27
5.874,vllm_heavy,2026/07/08 20:36:25.769,91,37564,40960,236.81
6.405,vllm_heavy,2026/07/08 20:36:26.300,92,37564,40960,241.21
6.936,vllm_heavy,2026/07/08 20:36:26.831,92,37564,40960,243.26
7.467,vllm_heavy,2026/07/08 20:36:27.362,92,37564,40960,246.46
7.998,vllm_heavy,2026/07/08 20:36:27.893,91,37564,40960,240.06
8.529,vllm_heavy,2026/07/08 20:36:28.424,91,37564,40960,231.39
9.061,vllm_heavy,2026/07/08 20:36:28.956,92,37564,40960,236.90
9.588,vllm_heavy,2026/07/08 20:36:29.486,92,37564,40960,238.89
10.12,vllm_heavy,2026/07/08 20:36:30.014,92,37564,40960,235.41
10.651,vllm_heavy,2026/07/08 20:36:30.547,92,37564,40960,242.13
11.183,vllm_heavy,2026/07/08 20:36:31.077,92,37564,40960,236.90
11.713,vllm_heavy,2026/07/08 20:36:31.609,91,37564,40960,241.79
12.244,vllm_heavy,2026/07/08 20:36:32.139,92,37564,40960,244.71
12.777,vllm_heavy,2026/07/08 20:36:32.670,92,37564,40960,239.46
13.309,vllm_heavy,2026/07/08 20:36:33.203,92,37564,40960,241.81
13.84,vllm_heavy,2026/07/08 20:36:33.735,92,37564,40960,239.81
14.372,vllm_heavy,2026/07/08 20:36:34.266,92,37564,40960,238.02
14.904,vllm_heavy,2026/07/08 20:36:34.798,91,37564,40960,233.95
15.436,vllm_heavy,2026/07/08 20:36:35.330,92,37564,40960,242.13
15.967,vllm_heavy,2026/07/08 20:36:35.862,92,37564,40960,246.46
16.498,vllm_heavy,2026/07/08 20:36:36.393,92,37564,40960,258.39
17.029,vllm_heavy,2026/07/08 20:36:36.924,92,37564,40960,246.18
17.562,vllm_heavy,2026/07/08 20:36:37.455,92,37564,40960,236.90
18.093,vllm_heavy,2026/07/08 20:36:37.988,92,37564,40960,243.26
18.625,vllm_heavy,2026/07/08 20:36:38.518,92,37564,40960,235.68
