wall_time_sec,label,timestamp,gpu_util_pct,memory_used_mb,memory_total_mb,power_draw_w
0.03,dynamic_medium,2026/07/08 01:56:42.053,21,2670,40960,49.57
0.559,dynamic_medium,2026/07/08 01:56:42.584,29,2670,40960,61.78
1.088,dynamic_medium,2026/07/08 01:56:43.113,28,2670,40960,61.78
1.617,dynamic_medium,2026/07/08 01:56:43.642,28,2670,40960,55.97
2.146,dynamic_medium,2026/07/08 01:56:44.171,28,2670,40960,61.11
2.675,dynamic_medium,2026/07/08 01:56:44.700,28,2670,40960,61.78
3.204,dynamic_medium,2026/07/08 01:56:45.229,25,2672,40960,60.64
3.733,dynamic_medium,2026/07/08 01:56:45.758,28,2676,40960,59.44
4.263,dynamic_medium,2026/07/08 01:56:46.287,28,2678,40960,60.31
4.792,dynamic_medium,2026/07/08 01:56:46.816,28,2678,40960,60.31
5.321,dynamic_medium,2026/07/08 01:56:47.345,27,2680,40960,59.44
5.852,dynamic_medium,2026/07/08 01:56:47.875,27,2680,40960,59.44
6.382,dynamic_medium,2026/07/08 01:56:48.406,29,2680,40960,59.44
6.911,dynamic_medium,2026/07/08 01:56:48.935,29,2680,40960,60.91
7.44,dynamic_medium,2026/07/08 01:56:49.464,28,2680,40960,59.44
7.97,dynamic_medium,2026/07/08 01:56:49.994,28,2680,40960,58.84
8.5,dynamic_medium,2026/07/08 01:56:50.524,28,2680,40960,60.04
9.029,dynamic_medium,2026/07/08 01:56:51.054,28,2680,40960,60.04
9.559,dynamic_medium,2026/07/08 01:56:51.583,28,2680,40960,59.71
10.088,dynamic_medium,2026/07/08 01:56:52.113,28,2680,40960,59.24
10.617,dynamic_medium,2026/07/08 01:56:52.642,28,2680,40960,60.04
11.146,dynamic_medium,2026/07/08 01:56:53.171,26,2680,40960,58.84
11.676,dynamic_medium,2026/07/08 01:56:53.700,28,2680,40960,60.10
12.205,dynamic_medium,2026/07/08 01:56:54.230,27,2680,40960,60.31
12.734,dynamic_medium,2026/07/08 01:56:54.759,28,2680,40960,59.17
13.263,dynamic_medium,2026/07/08 01:56:55.288,28,2680,40960,60.04
13.792,dynamic_medium,2026/07/08 01:56:55.817,29,2680,40960,60.04
14.322,dynamic_medium,2026/07/08 01:56:56.347,28,2680,40960,58.78
14.851,dynamic_medium,2026/07/08 01:56:56.876,28,2680,40960,60.38
15.382,dynamic_medium,2026/07/08 01:56:57.406,28,2680,40960,59.78
15.911,dynamic_medium,2026/07/08 01:56:57.935,26,2680,40960,53.31
16.44,dynamic_medium,2026/07/08 01:56:58.465,29,2680,40960,60.31
16.969,dynamic_medium,2026/07/08 01:56:58.993,27,2680,40960,59.51
17.498,dynamic_medium,2026/07/08 01:56:59.522,28,2680,40960,60.58
18.027,dynamic_medium,2026/07/08 01:57:00.051,25,2680,40960,59.17
18.556,dynamic_medium,2026/07/08 01:57:00.581,28,2680,40960,59.71
19.086,dynamic_medium,2026/07/08 01:57:01.110,28,2680,40960,59.17
19.615,dynamic_medium,2026/07/08 01:57:01.640,29,2680,40960,59.51
20.144,dynamic_medium,2026/07/08 01:57:02.169,28,2680,40960,58.84
20.673,dynamic_medium,2026/07/08 01:57:02.698,28,2680,40960,59.17
21.202,dynamic_medium,2026/07/08 01:57:03.227,29,2680,40960,60.04
21.733,dynamic_medium,2026/07/08 01:57:03.756,29,2680,40960,58.84
22.264,dynamic_medium,2026/07/08 01:57:04.287,28,2680,40960,60.38
22.793,dynamic_medium,2026/07/08 01:57:04.818,28,2680,40960,59.17
23.322,dynamic_medium,2026/07/08 01:57:05.347,29,2680,40960,60.97
23.852,dynamic_medium,2026/07/08 01:57:05.876,28,2680,40960,60.04
24.381,dynamic_medium,2026/07/08 01:57:06.406,28,2680,40960,60.31
24.91,dynamic_medium,2026/07/08 01:57:06.935,26,2680,40960,61.78
25.439,dynamic_medium,2026/07/08 01:57:07.464,28,2680,40960,61.50
25.969,dynamic_medium,2026/07/08 01:57:07.993,28,2680,40960,61.78
26.498,dynamic_medium,2026/07/08 01:57:08.523,28,2680,40960,60.38
27.027,dynamic_medium,2026/07/08 01:57:09.052,28,2680,40960,61.18
27.557,dynamic_medium,2026/07/08 01:57:09.581,28,2680,40960,60.64
28.087,dynamic_medium,2026/07/08 01:57:10.111,28,2680,40960,62.11
28.615,dynamic_medium,2026/07/08 01:57:10.639,27,2680,40960,60.04
29.144,dynamic_medium,2026/07/08 01:57:11.169,28,2680,40960,59.71
29.673,dynamic_medium,2026/07/08 01:57:11.698,28,2680,40960,60.31
30.203,dynamic_medium,2026/07/08 01:57:12.227,26,2680,40960,61.18
30.732,dynamic_medium,2026/07/08 01:57:12.757,28,2680,40960,59.51
31.262,dynamic_medium,2026/07/08 01:57:13.286,28,2680,40960,59.44
31.791,dynamic_medium,2026/07/08 01:57:13.816,28,2680,40960,60.91
32.321,dynamic_medium,2026/07/08 01:57:14.346,28,2680,40960,60.04
32.85,dynamic_medium,2026/07/08 01:57:14.875,28,2680,40960,60.04
33.38,dynamic_medium,2026/07/08 01:57:15.404,28,2680,40960,58.57
33.909,dynamic_medium,2026/07/08 01:57:15.934,29,2680,40960,58.84
34.439,dynamic_medium,2026/07/08 01:57:16.463,29,2680,40960,60.31
34.968,dynamic_medium,2026/07/08 01:57:16.993,29,2680,40960,60.91
35.497,dynamic_medium,2026/07/08 01:57:17.522,28,2680,40960,59.44
36.027,dynamic_medium,2026/07/08 01:57:18.051,28,2680,40960,60.31
36.556,dynamic_medium,2026/07/08 01:57:18.581,28,2680,40960,60.04
37.086,dynamic_medium,2026/07/08 01:57:19.110,25,2680,40960,58.84
37.616,dynamic_medium,2026/07/08 01:57:19.640,28,2680,40960,59.44
38.145,dynamic_medium,2026/07/08 01:57:20.169,28,2680,40960,60.10
38.674,dynamic_medium,2026/07/08 01:57:20.699,29,2680,40960,59.71
