wall_time_sec,label,timestamp,gpu_util_pct,memory_used_mb,memory_total_mb,power_draw_w
87.397,baseline_heavy,2026/07/08 01:53:30.763,27,2670,40960,61.56
87.927,baseline_heavy,2026/07/08 01:53:31.292,27,2670,40960,60.97
88.455,baseline_heavy,2026/07/08 01:53:31.821,28,2670,40960,61.84
88.984,baseline_heavy,2026/07/08 01:53:32.350,28,2670,40960,63.03
89.513,baseline_heavy,2026/07/08 01:53:32.878,27,2670,40960,61.24
90.042,baseline_heavy,2026/07/08 01:53:33.407,27,2670,40960,61.24
90.571,baseline_heavy,2026/07/08 01:53:33.936,27,2670,40960,61.24
91.1,baseline_heavy,2026/07/08 01:53:34.465,28,2670,40960,61.24
91.63,baseline_heavy,2026/07/08 01:53:34.995,27,2670,40960,60.64
92.159,baseline_heavy,2026/07/08 01:53:35.524,28,2670,40960,60.64
92.688,baseline_heavy,2026/07/08 01:53:36.053,28,2670,40960,61.18
93.218,baseline_heavy,2026/07/08 01:53:36.583,27,2670,40960,61.50
93.747,baseline_heavy,2026/07/08 01:53:37.112,27,2670,40960,61.84
94.277,baseline_heavy,2026/07/08 01:53:37.641,27,2670,40960,61.78
94.804,baseline_heavy,2026/07/08 01:53:38.171,28,2670,40960,59.71
